# Cron vectors derived from Cronos's CronExpressionFacts test suite
# source-class: third-party-comparison (implementation test suite, not an authority)
# source: Cronos -- https://github.com/HangfireIO/Cronos -- tests/Cronos.Tests/CronExpressionFacts.cs
# acquired: 2026-08-05 (delivered user-side; host unreachable from the build env)
# facts-sha256: 2d27080589fc183a1f647468b24053587713e3af52dd346640d98adde1e60bb5
# licence: Cronos is MIT (Copyright (c) 2017 Hangfire OU). Deriving this table and redistributing it
#          with attribution is permitted; the upstream file itself is not committed.
# note: Cronos implements Quartz-flavoured cron. Where it deliberately differs from Vixie, the row is
#       flagged and excluded rather than reconciled -- see corpus/recurrence/README.md.
# flags: quartz-ext        = uses the Quartz L / W / # / ? tokens (Bodu rejects them; planned follow-on)
#        hash              = uses the H jitter token (a Jenkins extension Bodu does not model)
#        cronos-macro      = @every_second / @every_minute, macros Cronos adds beyond crontab(5)
#        wrap-range        = a reversed range such as 55-5 (Cronos wraps; Bodu rejects)
#        oversized-step    = a step wider than its range, e.g. */60 (Cronos throws; cronie warns and
#                            keeps the range start, which is what Bodu does)
#        dom-dow-intersect = both day fields restricted (Cronos intersects; Vixie and Bodu union)
#        seconds-elision   = Cronos drops a zero seconds field from ToString; Bodu renders every field
#        dst               = the row sits within a day of a US Eastern DST transition, where a
#                            zone-free reading of the Cronos fixture is not offset-invariant
name,kind,format,expression,from,expected,flags
next-735,next,standard,@every_minute,2017-03-23T16:46:00,2017-03-23T16:46:00,cronos-macro
next-736,next,standard,@hourly,2017-03-23T16:46:00,2017-03-23T17:00:00,
next-737,next,standard,@daily,2017-03-23T16:46:00,2017-03-24T00:00:00,
next-738,next,standard,@midnight,2017-03-23T16:46:00,2017-03-24T00:00:00,
next-739,next,standard,@monthly,2017-03-23T16:46:00,2017-04-01T00:00:00,
next-740,next,standard,@yearly,2017-03-23T16:46:00,2018-01-01T00:00:00,
next-741,next,standard,@annually,2017-03-23T16:46:00,2018-01-01T00:00:00,
next-742,next,standard,@EVERY_SECOND,2017-03-23T16:46:05,2017-03-23T16:46:05,cronos-macro
next-743,next,standard,@EVERY_MINUTE,2017-03-23T16:46:00,2017-03-23T16:46:00,cronos-macro
next-744,next,standard,@HOURLY,2017-03-23T16:46:00,2017-03-23T17:00:00,
next-745,next,standard,@DAILY,2017-03-23T16:46:00,2017-03-24T00:00:00,
next-746,next,standard,@MIDNIGHT,2017-03-23T16:46:00,2017-03-24T00:00:00,
next-747,next,standard,@MONTHLY,2017-03-23T16:46:00,2017-04-01T00:00:00,
next-748,next,standard,@YEARLY,2017-03-23T16:46:00,2018-01-01T00:00:00,
next-749,next,standard,@ANNUALLY,2017-03-23T16:46:00,2018-01-01T00:00:00,
unreachable-001,unreachable,standard,* * 30 2 *,1970-01-01T00:00:00,,
unreachable-002,unreachable,standard,* * 30-31 2 *,1970-01-01T00:00:00,,
unreachable-003,unreachable,standard,* * 31 2 *,1970-01-01T00:00:00,,
unreachable-004,unreachable,standard,* * 31 4 *,1970-01-01T00:00:00,,
unreachable-005,unreachable,standard,* * 31 6 *,1970-01-01T00:00:00,,
unreachable-006,unreachable,standard,* * 31 9 *,1970-01-01T00:00:00,,
unreachable-007,unreachable,standard,* * 31 11 *,1970-01-01T00:00:00,,
unreachable-008,unreachable,standard,* * L-30 11 *,1970-01-01T00:00:00,,quartz-ext
unreachable-009,unreachable,standard,* * L-29 2 *,1970-01-01T00:00:00,,quartz-ext
unreachable-010,unreachable,standard,* * L-30 2 *,1970-01-01T00:00:00,,quartz-ext
unreachable-011,unreachable,standard,* * 1 * SUN#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-012,unreachable,standard,* * 7 * SUN#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-013,unreachable,standard,* * 1 * SUN#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-014,unreachable,standard,* * 14 * SUN#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-015,unreachable,standard,* * 1 * SUN#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-016,unreachable,standard,* * 21 * SUN#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-017,unreachable,standard,* * 1 * SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-018,unreachable,standard,* * 28 * SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-019,unreachable,standard,* * 1-28 * SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-020,unreachable,standard,* * 8 * MON#1,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-021,unreachable,standard,* * 31 * MON#1,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-022,unreachable,standard,* * 15 * TUE#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-023,unreachable,standard,* * 31 * TUE#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-024,unreachable,standard,* * 22 * WED#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-025,unreachable,standard,* * 31 * WED#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-026,unreachable,standard,* * 29 * THU#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-027,unreachable,standard,* * 31 * THU#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-028,unreachable,standard,* * 21 * 7L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-029,unreachable,standard,* * 21 * 0L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-030,unreachable,standard,* * 11 * 0L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-031,unreachable,standard,* * 1 * 0L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-032,unreachable,standard,* * L * SUN#1,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-033,unreachable,standard,* * L * SUN#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-034,unreachable,standard,* * L * SUN#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-035,unreachable,standard,* * L 1 SUN#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-036,unreachable,standard,* * L 3-12 SUN#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-037,unreachable,standard,* * L-1 2 SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-038,unreachable,standard,* * L-2 4 SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-039,unreachable,standard,* * L-3 * SUN#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-040,unreachable,standard,* * L-10 * SUN#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-041,unreachable,standard,* * 1W * SUN,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-042,unreachable,standard,* * 4W * 0,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-043,unreachable,standard,* * 7W * 7,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-044,unreachable,standard,* * 5W * SAT,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-045,unreachable,standard,* * 14W * 6#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-046,unreachable,standard,* * 7W * FRI#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-047,unreachable,standard,* * 14W * TUE#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-048,unreachable,standard,* * 11W * MON#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-049,unreachable,standard,* * 21W * TUE#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-050,unreachable,standard,* * 28W * SAT#5,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-051,unreachable,standard,* * 21W * 0L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-052,unreachable,standard,* * 19W * 1L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-053,unreachable,standard,* * 1W * 1L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-054,unreachable,standard,* * 21W * 2L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-055,unreachable,standard,* * 2W * 2L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-056,unreachable,standard,* * 21W * 3L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-057,unreachable,standard,* * 3W * 3L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-058,unreachable,standard,* * 21W * 4L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-059,unreachable,standard,* * 4W * 4L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-060,unreachable,standard,* * 21W * 5L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-061,unreachable,standard,* * 5W * 5L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-062,unreachable,standard,* * 21W * 6L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-063,unreachable,standard,* * 21W * 7L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-064,unreachable,standard,* * LW * SUN,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-065,unreachable,standard,* * LW * 0,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-066,unreachable,standard,* * LW * 0L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-067,unreachable,standard,* * LW * SAT,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-068,unreachable,standard,* * LW * 6,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-069,unreachable,standard,* * LW * 6L,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-070,unreachable,standard,* * LW * 1#1,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-071,unreachable,standard,* * LW * 2#2,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-072,unreachable,standard,* * LW * 3#3,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-073,unreachable,standard,* * LW 1 4#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-074,unreachable,standard,* * LW 3-12 4#4,1970-01-01T00:00:00,,quartz-ext dom-dow-intersect
unreachable-075,unreachable,standard,* * 30 2 *,2080-01-01T00:00:00,,
unreachable-076,unreachable,standard,* * L-30 11 *,2080-01-01T00:00:00,,quartz-ext
invalid-001,invalid,withSeconds,-1 * * * * *,,Seconds,
invalid-002,invalid,withSeconds,- * * * * *,,Seconds,
invalid-003,invalid,withSeconds,5- * * * * *,,Seconds,
invalid-004,invalid,withSeconds,", * * * * *",,Seconds,
invalid-005,invalid,withSeconds,",1 * * * * *",,Seconds,
invalid-006,invalid,withSeconds,/ * * * * *,,Seconds,
invalid-007,invalid,withSeconds,*/ * * * * *,,Seconds,
invalid-008,invalid,withSeconds,1/ * * * * *,,Seconds,
invalid-009,invalid,withSeconds,1/0 * * * * *,,Seconds,
invalid-010,invalid,withSeconds,1/60 * * * * *,,Seconds,oversized-step
invalid-011,invalid,withSeconds,1/k * * * * *,,Seconds,
invalid-012,invalid,withSeconds,1k * * * * *,,Seconds,
invalid-013,invalid,withSeconds,# * * * * *,,Seconds,
invalid-014,invalid,withSeconds,*#1 * * * * *,,Seconds,
invalid-015,invalid,withSeconds,0#2 * * * * *,,Seconds,
invalid-016,invalid,withSeconds,L * * * * *,,Seconds,
invalid-017,invalid,withSeconds,l * * * * *,,Seconds,
invalid-018,invalid,withSeconds,W * * * * *,,Seconds,
invalid-019,invalid,withSeconds,w * * * * *,,Seconds,
invalid-020,invalid,withSeconds,LW * * * * *,,Seconds,
invalid-021,invalid,withSeconds,lw * * * * *,,Seconds,
invalid-022,invalid,withSeconds,1/2147483648 * * * * *,,Seconds,oversized-step
invalid-023,invalid,standard,60 * * * *,,Minutes,
invalid-024,invalid,standard,-1 * * * *,,Minutes,
invalid-025,invalid,standard,- * * * *,,Minutes,
invalid-026,invalid,standard,7- * * * *,,Minutes,
invalid-027,invalid,standard,", * * * *",,Minutes,
invalid-028,invalid,standard,",1 * * * *",,Minutes,
invalid-029,invalid,standard,*/ * * * *,,Minutes,
invalid-030,invalid,standard,/ * * * *,,Minutes,
invalid-031,invalid,standard,1/ * * * *,,Minutes,
invalid-032,invalid,standard,1/0 * * * *,,Minutes,
invalid-033,invalid,standard,1/60 * * * *,,Minutes,oversized-step
invalid-034,invalid,standard,1/k * * * *,,Minutes,
invalid-035,invalid,standard,1k * * * *,,Minutes,
invalid-036,invalid,standard,# * * * *,,Minutes,
invalid-037,invalid,standard,*#1 * * * *,,Minutes,
invalid-038,invalid,standard,5#3 * * * *,,Minutes,
invalid-039,invalid,standard,L * * * *,,Minutes,
invalid-040,invalid,standard,l * * * *,,Minutes,
invalid-041,invalid,standard,W * * * *,,Minutes,
invalid-042,invalid,standard,w * * * *,,Minutes,
invalid-043,invalid,standard,lw * * * *,,Minutes,
invalid-044,invalid,withSeconds,* 60 * * * *,,Minutes,
invalid-045,invalid,withSeconds,* -1 * * * *,,Minutes,
invalid-046,invalid,withSeconds,* - * * * *,,Minutes,
invalid-047,invalid,withSeconds,* 7- * * * *,,Minutes,
invalid-048,invalid,withSeconds,"* , * * * *",,Minutes,
invalid-049,invalid,withSeconds,"* ,1 * * * *",,Minutes,
invalid-050,invalid,withSeconds,* */ * * * *,,Minutes,
invalid-051,invalid,withSeconds,* / * * * *,,Minutes,
invalid-052,invalid,withSeconds,* 1/ * * * *,,Minutes,
invalid-053,invalid,withSeconds,* 1/0 * * * *,,Minutes,
invalid-054,invalid,withSeconds,* 1/60 * * * *,,Minutes,oversized-step
invalid-055,invalid,withSeconds,* 1/k * * * *,,Minutes,
invalid-056,invalid,withSeconds,* 1k * * * *,,Minutes,
invalid-057,invalid,withSeconds,* # * * * *,,Minutes,
invalid-058,invalid,withSeconds,* *#1 * * * *,,Minutes,
invalid-059,invalid,withSeconds,* 5#3 * * * *,,Minutes,
invalid-060,invalid,withSeconds,* L * * * *,,Minutes,
invalid-061,invalid,withSeconds,* l * * * *,,Minutes,
invalid-062,invalid,withSeconds,* W * * * *,,Minutes,
invalid-063,invalid,withSeconds,* w * * * *,,Minutes,
invalid-064,invalid,withSeconds,* LW * * * *,,Minutes,
invalid-065,invalid,withSeconds,* lw * * * *,,Minutes,
invalid-066,invalid,standard,* 25 * * *,,Hours,
invalid-067,invalid,standard,* -1 * * *,,Hours,
invalid-068,invalid,standard,* - * * *,,Hours,
invalid-069,invalid,standard,* 0- * * *,,Hours,
invalid-070,invalid,standard,"* , * * *",,Hours,
invalid-071,invalid,standard,"* ,1 * * *",,Hours,
invalid-072,invalid,standard,* / * * *,,Hours,
invalid-073,invalid,standard,* 1/ * * *,,Hours,
invalid-074,invalid,standard,* 1/0 * * *,,Hours,
invalid-075,invalid,standard,* 1/24 * * *,,Hours,oversized-step
invalid-076,invalid,standard,* 1/k * * *,,Hours,
invalid-077,invalid,standard,* 1k * * *,,Hours,
invalid-078,invalid,standard,* # * * *,,Hours,
invalid-079,invalid,standard,* *#2 * * *,,Hours,
invalid-080,invalid,standard,* 10#1 * * *,,Hours,
invalid-081,invalid,standard,* L * * *,,Hours,
invalid-082,invalid,standard,* l * * *,,Hours,
invalid-083,invalid,standard,* W * * *,,Hours,
invalid-084,invalid,standard,* w * * *,,Hours,
invalid-085,invalid,standard,* LW * * *,,Hours,
invalid-086,invalid,standard,* lw * * *,,Hours,
invalid-087,invalid,withSeconds,* * 25 * * *,,Hours,
invalid-088,invalid,withSeconds,* * -1 * * *,,Hours,
invalid-089,invalid,withSeconds,* * - * * *,,Hours,
invalid-090,invalid,withSeconds,* * 0- * * *,,Hours,
invalid-091,invalid,withSeconds,"* * , * * *",,Hours,
invalid-092,invalid,withSeconds,"* * ,1 * * *",,Hours,
invalid-093,invalid,withSeconds,* * / * * *,,Hours,
invalid-094,invalid,withSeconds,* * 1/ * * *,,Hours,
invalid-095,invalid,withSeconds,* * 1/0 * * *,,Hours,
invalid-096,invalid,withSeconds,* * 1/24 * * *,,Hours,oversized-step
invalid-097,invalid,withSeconds,* * 1/k * * *,,Hours,
invalid-098,invalid,withSeconds,* * 1k * * *,,Hours,
invalid-099,invalid,withSeconds,* * # * * *,,Hours,
invalid-100,invalid,withSeconds,* * *#2 * * *,,Hours,
invalid-101,invalid,withSeconds,* * 10#1 * * *,,Hours,
invalid-102,invalid,withSeconds,* * L * * *,,Hours,
invalid-103,invalid,withSeconds,* * l * * *,,Hours,
invalid-104,invalid,withSeconds,* * W * * *,,Hours,
invalid-105,invalid,withSeconds,* * w * * *,,Hours,
invalid-106,invalid,withSeconds,* * LW * * *,,Hours,
invalid-107,invalid,withSeconds,* * lw * * *,,Hours,
invalid-108,invalid,standard,* * 32 * *,,Days of month,
invalid-109,invalid,standard,* * 10-32 * *,,Days of month,
invalid-110,invalid,standard,* * 31-32 * *,,Days of month,
invalid-111,invalid,standard,* * -1 * *,,Days of month,
invalid-112,invalid,standard,* * - * *,,Days of month,
invalid-113,invalid,standard,* * 8- * *,,Days of month,
invalid-114,invalid,standard,"* * , * *",,Days of month,
invalid-115,invalid,standard,"* * ,1 * *",,Days of month,
invalid-116,invalid,standard,* * / * *,,Days of month,
invalid-117,invalid,standard,* * 1/ * *,,Days of month,
invalid-118,invalid,standard,* * 1/0 * *,,Days of month,
invalid-119,invalid,standard,* * 1/32 * *,,Days of month,oversized-step
invalid-120,invalid,standard,* * 1/k * *,,Days of month,
invalid-121,invalid,standard,* * 1m * *,,Days of month,
invalid-122,invalid,standard,* * T * *,,Days of month,
invalid-123,invalid,standard,* * MON * *,,Days of month,
invalid-124,invalid,standard,* * mon * *,,Days of month,
invalid-125,invalid,standard,* * # * *,,Days of month,
invalid-126,invalid,standard,* * *#3 * *,,Days of month,
invalid-127,invalid,standard,* * 4#1 * *,,Days of month,
invalid-128,invalid,standard,* * W * *,,Days of month,
invalid-129,invalid,standard,* * w * *,,Days of month,
invalid-130,invalid,standard,* * 1-2W * *,,Days of month,
invalid-131,invalid,standard,* * 1-2w * *,,Days of month,
invalid-132,invalid,standard,"* * 1,2W * *",,Days of month,
invalid-133,invalid,standard,"* * 1,2w * *",,Days of month,
invalid-134,invalid,standard,* * 1/2W * *,,Days of month,
invalid-135,invalid,standard,* * 1/2w * *,,Days of month,
invalid-136,invalid,standard,* * 1-2/2W * *,,Days of month,
invalid-137,invalid,standard,* * 1-2/2w * *,,Days of month,
invalid-138,invalid,standard,* * 1LW * *,,Days of month,
invalid-139,invalid,standard,* * 1lw * *,,Days of month,
invalid-140,invalid,standard,* * L-31 * *,,Days of month,
invalid-141,invalid,standard,* * l-31 * *,,Days of month,
invalid-142,invalid,withSeconds,* * * 32 * *,,Days of month,
invalid-143,invalid,withSeconds,* * * 10-32 * *,,Days of month,
invalid-144,invalid,withSeconds,* * * 31-32 * *,,Days of month,
invalid-145,invalid,withSeconds,* * * -1 * *,,Days of month,
invalid-146,invalid,withSeconds,* * * - * *,,Days of month,
invalid-147,invalid,withSeconds,* * * 8- * *,,Days of month,
invalid-148,invalid,withSeconds,"* * * , * *",,Days of month,
invalid-149,invalid,withSeconds,"* * * ,1 * *",,Days of month,
invalid-150,invalid,withSeconds,* * * / * *,,Days of month,
invalid-151,invalid,withSeconds,* * * 1/ * *,,Days of month,
invalid-152,invalid,withSeconds,* * * 1/0 * *,,Days of month,
invalid-153,invalid,withSeconds,* * * 1/32 * *,,Days of month,oversized-step
invalid-154,invalid,withSeconds,* * * 1/k * *,,Days of month,
invalid-155,invalid,withSeconds,* * * 1m * *,,Days of month,
invalid-156,invalid,withSeconds,* * * T * *,,Days of month,
invalid-157,invalid,withSeconds,* * * MON * *,,Days of month,
invalid-158,invalid,withSeconds,* * * mon * *,,Days of month,
invalid-159,invalid,withSeconds,* * * # * *,,Days of month,
invalid-160,invalid,withSeconds,* * * *#3 * *,,Days of month,
invalid-161,invalid,withSeconds,* * * 4#1 * *,,Days of month,
invalid-162,invalid,withSeconds,* * * W * *,,Days of month,
invalid-163,invalid,withSeconds,* * * w * *,,Days of month,
invalid-164,invalid,withSeconds,* * * 1-2W * *,,Days of month,
invalid-165,invalid,withSeconds,* * * 1-2w * *,,Days of month,
invalid-166,invalid,withSeconds,"* * * 1,2W * *",,Days of month,
invalid-167,invalid,withSeconds,"* * * 1,2w * *",,Days of month,
invalid-168,invalid,withSeconds,* * * 1/2W * *,,Days of month,
invalid-169,invalid,withSeconds,* * * 1/2w * *,,Days of month,
invalid-170,invalid,withSeconds,* * * 1-2/2W * *,,Days of month,
invalid-171,invalid,withSeconds,* * * 1-2/2w * *,,Days of month,
invalid-172,invalid,withSeconds,* * * 1LW * *,,Days of month,
invalid-173,invalid,withSeconds,* * * 1lw * *,,Days of month,
invalid-174,invalid,withSeconds,* * * L-31 * *,,Days of month,
invalid-175,invalid,withSeconds,* * * l-31 * *,,Days of month,
invalid-176,invalid,standard,* * * 13 *,,Months,
invalid-177,invalid,standard,* * * -1 *,,Months,
invalid-178,invalid,standard,* * * - *,,Months,
invalid-179,invalid,standard,* * * 2- *,,Months,
invalid-180,invalid,standard,"* * * , *",,Months,
invalid-181,invalid,standard,"* * * ,1 *",,Months,
invalid-182,invalid,standard,* * * / *,,Months,
invalid-183,invalid,standard,* * * */ *,,Months,
invalid-184,invalid,standard,* * * 1/ *,,Months,
invalid-185,invalid,standard,* * * 1/0 *,,Months,
invalid-186,invalid,standard,* * * 1/13 *,,Months,oversized-step
invalid-187,invalid,standard,* * * 1/k *,,Months,
invalid-188,invalid,standard,* * * 1k *,,Months,
invalid-189,invalid,standard,* * * # *,,Months,
invalid-190,invalid,standard,* * * *#1 *,,Months,
invalid-191,invalid,standard,* * * */2# *,,Months,
invalid-192,invalid,standard,* * * 2#2 *,,Months,
invalid-193,invalid,standard,* * * L *,,Months,
invalid-194,invalid,standard,* * * l *,,Months,
invalid-195,invalid,standard,* * * W *,,Months,
invalid-196,invalid,standard,* * * w *,,Months,
invalid-197,invalid,standard,* * * LW *,,Months,
invalid-198,invalid,standard,* * * lw *,,Months,
invalid-199,invalid,withSeconds,* * * * 13 *,,Months,
invalid-200,invalid,withSeconds,* * * * -1 *,,Months,
invalid-201,invalid,withSeconds,* * * * - *,,Months,
invalid-202,invalid,withSeconds,* * * * 2- *,,Months,
invalid-203,invalid,withSeconds,"* * * * , *",,Months,
invalid-204,invalid,withSeconds,"* * * * ,1 *",,Months,
invalid-205,invalid,withSeconds,* * * * / *,,Months,
invalid-206,invalid,withSeconds,* * * * */ *,,Months,
invalid-207,invalid,withSeconds,* * * * 1/ *,,Months,
invalid-208,invalid,withSeconds,* * * * 1/0 *,,Months,
invalid-209,invalid,withSeconds,* * * * 1/13 *,,Months,oversized-step
invalid-210,invalid,withSeconds,* * * * 1/k *,,Months,
invalid-211,invalid,withSeconds,* * * * 1k *,,Months,
invalid-212,invalid,withSeconds,* * * * # *,,Months,
invalid-213,invalid,withSeconds,* * * * *#1 *,,Months,
invalid-214,invalid,withSeconds,* * * * */2# *,,Months,
invalid-215,invalid,withSeconds,* * * * 2#2 *,,Months,
invalid-216,invalid,withSeconds,* * * * L *,,Months,
invalid-217,invalid,withSeconds,* * * * l *,,Months,
invalid-218,invalid,withSeconds,* * * * W *,,Months,
invalid-219,invalid,withSeconds,* * * * w *,,Months,
invalid-220,invalid,withSeconds,* * * * LW *,,Months,
invalid-221,invalid,withSeconds,* * * * lw *,,Months,
invalid-222,invalid,standard,* * * * 8,,Days of week,
invalid-223,invalid,standard,* * * * -1,,Days of week,
invalid-224,invalid,standard,* * * * -,,Days of week,
invalid-225,invalid,standard,* * * * 3-,,Days of week,
invalid-226,invalid,standard,"* * * * ,",,Days of week,
invalid-227,invalid,standard,"* * * * ,1",,Days of week,
invalid-228,invalid,standard,* * * * /,,Days of week,
invalid-229,invalid,standard,* * * * */,,Days of week,
invalid-230,invalid,standard,* * * * 1/,,Days of week,
invalid-231,invalid,standard,* * * * 1/0,,Days of week,
invalid-232,invalid,standard,* * * * 1/8,,Days of week,oversized-step
invalid-233,invalid,standard,* * * * #,,Days of week,
invalid-234,invalid,standard,* * * * 0#,,Days of week,
invalid-235,invalid,standard,* * * * 5#6,,Days of week,
invalid-236,invalid,standard,* * * * SUN#6,,Days of week,
invalid-237,invalid,standard,* * * * sun#6,,Days of week,
invalid-238,invalid,standard,* * * * SUN#050,,Days of week,
invalid-239,invalid,standard,* * * * sun#050,,Days of week,
invalid-240,invalid,standard,* * * * 0#0,,Days of week,
invalid-241,invalid,standard,* * * * SUT,,Days of week,
invalid-242,invalid,standard,* * * * sut,,Days of week,
invalid-243,invalid,standard,* * * * SU0,,Days of week,
invalid-244,invalid,standard,* * * * SUNDAY,,Days of week,
invalid-245,invalid,standard,* * * * L,,Days of week,
invalid-246,invalid,standard,* * * * l,,Days of week,
invalid-247,invalid,standard,* * * * W,,Days of week,
invalid-248,invalid,standard,* * * * w,,Days of week,
invalid-249,invalid,standard,* * * * LW,,Days of week,
invalid-250,invalid,standard,* * * * lw,,Days of week,
invalid-251,invalid,withSeconds,* * * * * 8,,Days of week,
invalid-252,invalid,withSeconds,* * * * * -1,,Days of week,
invalid-253,invalid,withSeconds,* * * * * -,,Days of week,
invalid-254,invalid,withSeconds,* * * * * 3-,,Days of week,
invalid-255,invalid,withSeconds,"* * * * * ,",,Days of week,
invalid-256,invalid,withSeconds,"* * * * * ,1",,Days of week,
invalid-257,invalid,withSeconds,* * * * * /,,Days of week,
invalid-258,invalid,withSeconds,* * * * * */,,Days of week,
invalid-259,invalid,withSeconds,* * * * * 1/,,Days of week,
invalid-260,invalid,withSeconds,* * * * * 1/0,,Days of week,
invalid-261,invalid,withSeconds,* * * * * 1/8,,Days of week,oversized-step
invalid-262,invalid,withSeconds,* * * * * #,,Days of week,
invalid-263,invalid,withSeconds,* * * * * 0#,,Days of week,
invalid-264,invalid,withSeconds,* * * * * 5#6,,Days of week,
invalid-265,invalid,withSeconds,* * * * * SUN#6,,Days of week,
invalid-266,invalid,withSeconds,* * * * * sun#6,,Days of week,
invalid-267,invalid,withSeconds,* * * * * SUN#050,,Days of week,
invalid-268,invalid,withSeconds,* * * * * sun#050,,Days of week,
invalid-269,invalid,withSeconds,* * * * * 0#0,,Days of week,
invalid-270,invalid,withSeconds,* * * * * SUT,,Days of week,
invalid-271,invalid,withSeconds,* * * * * sut,,Days of week,
invalid-272,invalid,withSeconds,* * * * * SU0,,Days of week,
invalid-273,invalid,withSeconds,* * * * * SUNDAY,,Days of week,
invalid-274,invalid,withSeconds,* * * * * L,,Days of week,
invalid-275,invalid,withSeconds,* * * * * l,,Days of week,
invalid-276,invalid,withSeconds,* * * * * W,,Days of week,
invalid-277,invalid,withSeconds,* * * * * w,,Days of week,
invalid-278,invalid,withSeconds,* * * * * LW,,Days of week,
invalid-279,invalid,withSeconds,* * * * * lw,,Days of week,
invalid-280,invalid,standard,* * *,,Months,
invalid-281,invalid,standard,* * * * * * *,,,
invalid-282,invalid,standard,* * * *,,Days of month,
invalid-283,invalid,standard,* * * * * * *,,,
invalid-284,invalid,standard,@,,,
invalid-285,invalid,standard,@invalid,,,
invalid-286,invalid,standard,@yearl,,,
invalid-287,invalid,standard,@yearl,,,
invalid-288,invalid,standard,@yearly !,,,
invalid-289,invalid,standard,@every_hour,,,
invalid-290,invalid,standard,@@daily,,,
